id;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_zona;l3_comuna;l3_new;l4_new;start_date_year;start_date_month;start_date_day;end_date_year;end_date_month;end_date_day;quarter_start_date;m2_price_gob;lat_final;lon_final
659244;;;Argentina;Capital Federal;Palermo;Palermo Hollywood;2.0;1.0;2.0;;;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2020;1;24;2020;1;24;1;3834.6405277128156;-34.5803362;-58.4245236
726971;-58.411289;-34.592522;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;4;21;2020;6;22;2;3923.8013271736745;-34.592522;-34.592522
817035;-58.4785964;-34.5431413;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;3.0;105.0;94.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;2;18;2020;2;20;1;3209.027139937997;-34.5431413;-34.5431413
738851;-58.4780474;-34.5476534;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Norte;Comuna 12;other;other;2020;1;18;2020;3;3;1;3209.027139937997;-34.5476534;-34.5476534
466004;-58.3805437;-34.6012774;Argentina;Capital Federal;San Nicolás;sin_info;3.0;;1.0;75.0;75.0;;USD;Departamento;other;other;other;other;2019;10;2;2020;6;5;4;0.0;-34.6012774;-34.6012774
85661;-57.938219141;-34.9141937305;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;80.0;71.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;10;7;2019;11;26;4;0.0;-34.9141937305;-34.9141937305
652326;-58.4653526;-34.6169345;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Centro;Comuna 7;other;other;2019;11;12;9999;12;31;4;0.0;-34.6169345;-34.6169345
996655;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;9;9999;12;31;1;0.0;-34.6075682;-58.4370894
497051;-58.4662313124;-34.5938938763;Argentina;Capital Federal;Paternal;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;PH;Centro;Comuna 15;other;other;2019;12;12;2019;12;23;4;0.0;-34.5938938763;-34.5938938763
232452;-58.4297224;-34.6003976;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;52.0;52.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;2;2020;5;17;2;3175.9177624488034;-34.6003976;-34.6003976
727593;-58.509602;-34.654785;Argentina;Capital Federal;Mataderos;sin_info;3.0;2.0;2.0;;;;USD;PH;Oeste;Comuna 9;other;other;2020;4;21;2020;4;24;2;2669.662921348314;-34.654785;-34.654785
279516;-58.4114720194;-34.5849087571;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;38.0;38.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;8;20;2019;9;1;3;4116.736735495754;-34.5849087571;-34.5849087571
757641;-58.4860691;-34.5983008;Argentina;Capital Federal;Villa del Parque;sin_info;2.0;1.0;;;;;USD;Departamento;Oeste;Comuna 11;other;other;2020;2;7;2020;2;13;1;2872.5376351303466;-34.5983008;-34.5983008
454431;;;Argentina;Capital Federal;Paternal;sin_info;2.0;1.0;1.0;55.0;;;USD;Departamento;Centro;Comuna 15;other;other;2020;2;17;2020;5;18;1;0.0;-34.5900973;-58.4662985
250310;-58.458076;-34.554356;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;59.0;51.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;16;2020;1;21;1;3894.8593746406755;-34.554356;-34.554356
28166;-58.516446;-34.608581;Argentina;Capital Federal;Villa Devoto;sin_info;2.0;1.0;1.0;62.0;48.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;11;11;2019;11;14;4;3012.8908090368027;-34.608581;-34.608581
202156;-58.467628;-34.550341;Argentina;Capital Federal;Nuñez;sin_info;2.0;1.0;1.0;62.0;60.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;7;10;2020;9;2;3;0.0;-34.550341;-34.550341
346704;-58.4224198;-34.5899668;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;58.0;58.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;7;21;2020;8;13;3;3575.1415891207776;-34.5899668;-34.5899668
25315;-58.4715658;-34.5601594;Argentina;Capital Federal;Coghlan;sin_info;3.0;2.0;2.0;78.0;73.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;5;27;2020;6;1;2;3134.8706337661997;-34.5601594;-34.5601594
216041;-58.3935210357;-34.6217046383;Argentina;Capital Federal;Monserrat;sin_info;3.0;2.0;3.0;132.0;126.0;;USD;PH;Este;Comuna 1;other;other;2020;6;9;2020;6;16;2;0.0;-34.6217046383;-34.6217046383
35925;-58.4807676;-34.6372265;Argentina;Capital Federal;Floresta;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Oeste;Comuna 10;other;other;2020;6;22;9999;12;31;2;0.0;-34.6372265;-34.6372265
295337;-58.473232;-34.681389;Argentina;Capital Federal;Villa Lugano;sin_info;2.0;1.0;2.0;80.0;50.0;;USD;Departamento;Sur;Comuna 8;Villa Lugano;other;2020;2;6;2020;4;18;1;0.0;-34.681389;-34.681389
152580;-58.46985626;-34.63229752;Argentina;Capital Federal;Flores;sin_info;2.0;;1.0;80.0;55.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;8;28;2020;6;3;3;2822.369474862677;-34.63229752;-34.63229752
312029;-58.4427706;-34.6301076;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;2.0;70.0;63.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;7;16;2020;8;13;3;3135.585264705135;-34.6301076;-34.6301076
499881;-58.49506;-34.571627;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;68.0;49.0;;USD;PH;Norte;Comuna 12;other;other;2019;7;24;2019;7;29;3;3361.356685278829;-34.571627;-34.571627
128719;-58.4528531;-34.6275843;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;59.0;49.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;7;17;9999;12;31;3;3395.6591326763664;-34.6275843;-34.6275843
578194;-58.3975012;-34.5953006;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;70.0;70.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;8;13;2019;8;14;3;4116.736735495754;-34.5953006;-34.5953006
440343;-58.40427;-34.597461;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;85.0;85.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;11;27;2020;6;27;4;4028.3176724417417;-34.597461;-34.597461
620612;-58.459977842;-34.606995651;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;46.0;42.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;3;19;2020;4;3;1;3287.4493983760863;-34.606995651;-34.606995651
547671;-57.949471;-34.918809;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;42.0;39.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;11;14;2019;12;2;4;0.0;-34.918809;-34.918809
190829;-58.4308759;-34.6252948;Argentina;Capital Federal;Caballito;sin_info;3.0;4.0;5.0;273.0;239.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;5;26;2020;6;20;2;3245.6235781903574;-34.6252948;-34.6252948
27995;-58.4307148;-34.6071778;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;2.0;60.0;51.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;11;2019;12;14;4;3145.2527349928964;-34.6071778;-34.6071778
882313;-58.4659357;-34.6284985;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;1.0;96.0;56.0;;USD;Departamento;Centro;Comuna 7;other;other;2020;4;2;2020;4;6;2;2792.7372645982923;-34.6284985;-34.6284985
200691;-58.4746433688;-34.5499424592;Argentina;Capital Federal;Saavedra;sin_info;2.0;1.0;1.0;76.0;38.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;5;22;2020;6;1;2;3048.8810114778603;-34.5499424592;-34.5499424592
418601;-58.4139067;-34.5917088;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;90.0;48.0;;USD;Departamento;other;other;other;other;2020;7;15;9999;12;31;3;0.0;-34.5917088;-34.5917088
674119;-58.3877631;-34.5919214;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;2.0;141.0;135.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;8;25;2019;9;4;3;4116.736735495754;-34.5919214;-34.5919214
298068;-58.4082502;-34.6245063;Argentina;Capital Federal;San Cristobal;sin_info;2.0;1.0;;;;;USD;Departamento;Este;Comuna 3;other;other;2020;1;26;2020;1;26;1;0.0;-34.6245063;-34.6245063
93411;-58.4408726;-34.5977603;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;71.0;45.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;4;26;2020;5;8;2;3051.8708736518493;-34.5977603;-34.5977603
541756;-58.4811242;-34.625403;Argentina;Capital Federal;Floresta;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Oeste;Comuna 10;other;other;2020;5;15;9999;12;31;2;0.0;-34.625403;-34.625403
445271;-58.375804;-34.618146;Argentina;Capital Federal;San Telmo;sin_info;3.0;2.0;1.0;48.0;46.0;;USD;Departamento;Este;Comuna 1;other;other;2020;4;1;2020;6;27;2;0.0;-34.618146;-34.618146
241942;-60.6533836;-32.9633641;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;31;9999;12;31;1;0.0;-34.6075682;-58.4370894
660209;-58.4375948;-34.6217725;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;1;24;2020;1;24;1;3287.4493983760863;-34.6217725;-34.6217725
577881;-58.4252948987;-34.6024282849;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;52.0;52.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;8;13;2019;8;14;3;3123.5529113949997;-34.6024282849;-34.6024282849
77222;-58.501158823;-34.6492320856;Argentina;Capital Federal;Mataderos;sin_info;3.0;2.0;2.0;65.0;61.0;;USD;Departamento;Oeste;Comuna 9;other;other;2020;6;17;2020;7;28;2;2669.662921348314;-34.6492320856;-34.6492320856
24958;;;Argentina;Capital Federal;San Nicolás;sin_info;2.0;3.0;1.0;;;;USD;PH;other;other;other;other;2020;5;27;2020;7;1;2;0.0;-34.6044631;-58.3844969
743763;-58.4761924;-34.5460404;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;2.0;71.0;71.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;6;30;9999;12;31;2;3048.8810114778603;-34.5460404;-34.5460404
679512;-58.429657;-34.615135;Argentina;Capital Federal;Caballito;sin_info;2.0;;2.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;2;5;2020;2;11;1;3287.4493983760863;-34.615135;-34.615135
80034;-58.4061484;-34.5909035;Argentina;Capital Federal;Recoleta;sin_info;2.0;;1.0;52.0;49.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;7;29;2019;9;3;3;4116.736735495754;-34.5909035;-34.5909035
333653;;;Argentina;Capital Federal;Liniers;sin_info;3.0;;;170.0;;;USD;PH;Oeste;Comuna 9;other;other;2019;7;21;2019;8;21;3;2696.01167389184;-34.6420488;-58.5202251
659904;-58.4302605101;-34.6012356005;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;73.0;55.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;24;2020;2;11;1;3128.8662553727586;-34.6012356005;-34.6012356005
659529;-58.4133256018;-34.5990735481;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;44.0;41.0;;USD;Departamento;other;other;other;other;2020;1;24;2020;2;11;1;0.0;-34.5990735481;-34.5990735481
315687;-58.48833084;-34.57006073;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;;2.0;75.0;64.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;5;21;2020;9;23;2;3353.0802504285743;-34.57006073;-34.57006073
457212;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;2.0;;;;USD;Departamento;other;other;other;other;2020;2;17;9999;12;31;1;0.0;-34.6075682;-58.4370894
801703;-57.9677128;-34.9031887;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;80.0;72.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;2;12;2020;2;13;1;0.0;-34.9031887;-34.9031887
508307;-58.439181;-34.602739;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;54.0;45.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;12;29;2020;3;23;4;3136.0511595221365;-34.602739;-34.602739
356961;;;Argentina;Capital Federal;San Telmo;sin_info;3.0;2.0;2.0;70.0;70.0;;USD;Departamento;Este;Comuna 1;other;other;2019;11;6;2019;11;8;4;0.0;-34.6214013;-58.37375
757872;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;2.0;;;;USD;Departamento;other;other;other;other;2020;2;7;9999;12;31;1;0.0;-34.6075682;-58.4370894
738832;-57.9638234;-34.9245841;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;3.0;2.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;1;18;9999;12;31;1;0.0;-34.9245841;-34.9245841
521356;-58.360019;-34.628017;Argentina;Capital Federal;Boca;sin_info;2.0;1.0;1.0;45.0;40.0;;USD;Departamento;other;other;other;other;2019;8;5;2019;9;12;3;0.0;-34.628017;-34.628017
77128;-58.4582265;-34.6287111;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;3.0;79.0;75.0;;USD;Departamento;Centro;Comuna 7;other;other;2020;6;17;9999;12;31;2;2792.7372645982923;-34.6287111;-34.6287111
409182;-58.394214;-34.6104247;Argentina;Capital Federal;Congreso;sin_info;3.0;;1.0;;100.0;;USD;Departamento;other;other;other;other;2019;8;22;9999;12;31;3;0.0;-34.6104247;-34.6104247
856481;-58.470178;-34.564909;Argentina;Capital Federal;Coghlan;sin_info;2.0;1.0;1.0;82.0;44.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;9;18;2019;10;8;3;0.0;-34.564909;-34.564909
849653;-58.486474;-34.5664517;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;;48.0;;USD;PH;Norte;Comuna 12;other;other;2020;2;3;9999;12;31;1;3326.1046335961973;-34.5664517;-34.5664517
103887;-58.523914;-34.639843;Argentina;Capital Federal;Liniers;sin_info;2.0;1.0;1.0;45.0;40.0;;USD;Departamento;Oeste;Comuna 9;other;other;2019;11;23;2020;4;19;4;2705.6073297170537;-34.639843;-34.639843
443042;-58.5103708;-34.6407775;Argentina;Capital Federal;Liniers;sin_info;2.0;1.0;;;;;USD;Departamento;Oeste;Comuna 9;other;other;2020;6;1;9999;12;31;2;2704.4248442151584;-34.6407775;-34.6407775
854099;-58.031051;-34.892126;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Manuel B Gonnet;3.0;2.0;2.0;100.0;85.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;1;17;2020;9;2;1;0.0;-34.892126;-34.892126
130074;-58.41704178;-34.59638596;Argentina;Capital Federal;Palermo;sin_info;3.0;;2.0;70.0;70.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;4;20;2020;5;22;2;3744.941017688023;-34.59638596;-34.59638596
737870;-58.4558308;-34.5698567;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;18;9999;12;31;1;3894.8593746406755;-34.5698567;-34.5698567
400544;-58.4148442;-34.5997838;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Centro;Comuna 5;other;other;2020;2;22;9999;12;31;1;3128.8662553727586;-34.5997838;-34.5997838
956316;-58.39156342;-34.60452652;Argentina;Capital Federal;Centro / Microcentro;sin_info;2.0;;1.0;87.0;74.0;;USD;Departamento;other;other;other;other;2020;5;20;2020;9;23;2;0.0;-34.60452652;-34.60452652
747415;-58.4346184;-34.5742617;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;68.0;60.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;11;1;2019;12;23;4;3873.022431225748;-34.5742617;-34.5742617
500042;-58.480749;-34.543834;Argentina;Capital Federal;Saavedra;sin_info;2.0;1.0;1.0;56.0;53.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;7;24;2020;3;29;3;0.0;-34.543834;-34.543834
496852;;;Argentina;Capital Federal;San Telmo;sin_info;2.0;;1.0;;34.0;;USD;Departamento;Este;Comuna 1;other;other;2019;12;12;9999;12;31;4;0.0;-34.6214013;-58.37375
428044;-58.380318;-34.59807;Argentina;Capital Federal;Retiro;sin_info;2.0;1.0;1.0;45.0;45.0;;USD;PH;Este;Comuna 1;other;other;2020;1;25;2020;8;9;1;0.0;-34.59807;-34.59807
253043;-58.4299827;-34.6072245;Argentina;Capital Federal;Parque Centenario;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;other;other;other;other;2019;7;12;2019;7;15;3;0.0;-34.6072245;-34.6072245
357001;-58.4343267576;-34.6027443803;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;52.0;52.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;11;6;2019;11;21;4;3136.0511595221365;-34.6027443803;-34.6027443803
576938;-58.4186617428;-34.5839584376;Argentina;Capital Federal;Palermo;sin_info;3.0;1.0;2.0;78.0;71.0;;USD;PH;Norte;Comuna 14;other;other;2019;8;13;2019;8;14;3;3902.1896178093994;-34.5839584376;-34.5839584376
19674;-58.4254549;-34.5931177;Argentina;Capital Federal;Palermo;sin_info;2.0;;1.0;54.0;48.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;23;9999;12;31;3;3902.1896178093994;-34.5931177;-34.5931177
268409;-58.4487278;-34.5743883;Argentina;Capital Federal;Colegiales;sin_info;3.0;2.0;1.0;60.0;48.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;4;14;9999;12;31;2;3287.399292616372;-34.5743883;-34.5743883
387068;-58.4330614828;-34.6009881129;Argentina;Capital Federal;Parque Centenario;sin_info;3.0;2.0;1.0;70.0;70.0;;USD;PH;other;other;other;other;2019;12;16;2019;12;23;4;0.0;-34.6009881129;-34.6009881129
420801;-58.483851;-34.588192;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;67.0;63.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;1;28;2020;6;27;1;3326.1046335961973;-34.588192;-34.588192
435060;-58.4658221;-34.6817241;Argentina;Capital Federal;Villa Lugano;sin_info;3.0;;;50.0;;;USD;Departamento;Sur;Comuna 8;Villa Lugano;other;2019;8;8;9999;12;31;3;0.0;-34.6817241;-34.6817241
241620;-58.460996;-34.5441733;Argentina;Capital Federal;Nuñez;sin_info;2.0;1.0;1.0;48.0;45.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;1;31;2020;5;5;1;0.0;-34.5441733;-34.5441733
693198;-58.4619818;-34.5624673;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;50.0;50.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;12;2019;12;23;4;3999.4417464053645;-34.5624673;-34.5624673
471014;-58.4622756;-34.5538057;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;66.0;47.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;9;20;2020;2;20;3;3936.86728916333;-34.5538057;-34.5538057
406127;-58.425845;-34.615913;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;52.0;43.0;;USD;PH;Centro;Comuna 5;other;other;2020;7;18;2020;9;2;3;2964.0814193626893;-34.615913;-34.615913
76984;-58.4821929;-34.614778;Argentina;Capital Federal;Villa del Parque;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;6;17;2020;6;20;2;2851.4062286451126;-34.614778;-34.614778
920477;-58.438364;-34.6428354;Argentina;Capital Federal;Parque Chacabuco;sin_info;3.0;2.0;1.0;222.0;93.0;;USD;Departamento;Centro;Comuna 7;other;other;2020;3;18;2020;4;3;1;2867.12656974448;-34.6428354;-34.6428354
438745;-58.4012418;-34.6145601;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;1.0;75.0;67.0;;USD;Departamento;Este;Comuna 3;other;other;2019;11;16;2019;12;23;4;2794.6819180997104;-34.6145601;-34.6145601
262368;-58.4142;-34.606112;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;12;26;2020;6;27;4;3145.2527349928964;-34.606112;-34.606112
758026;-58.468614;-34.5620824;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;105.0;75.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;2;7;2020;8;27;1;3894.8593746406755;-34.5620824;-34.5620824
985606;-58.4495887;-34.6240519;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;35.0;35.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;8;1;2019;8;14;3;3395.6591326763664;-34.6240519;-34.6240519
36116;-58.427583364;-34.5823752447;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;70.0;66.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;6;22;2020;6;27;2;3744.941017688023;-34.5823752447;-34.5823752447
442637;-58.37688446;-34.5989151;Argentina;Capital Federal;Retiro;sin_info;2.0;;1.0;65.0;65.0;;USD;Departamento;Este;Comuna 1;other;other;2020;6;1;9999;12;31;2;0.0;-34.5989151;-34.5989151
138148;-58.4469416;-34.5921677;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;72.0;55.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;7;15;2019;7;15;3;3231.277016852641;-34.5921677;-34.5921677
40064;-58.4442290466;-34.6241003083;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;55.0;55.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;9;25;2019;12;26;3;3395.6591326763664;-34.6241003083;-34.6241003083
213162;-58.4530752;-34.5696949;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;52.0;49.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;17;2019;12;23;4;3999.4417464053645;-34.5696949;-34.5696949
547311;-58.425628;-34.590521;Argentina;Capital Federal;Palermo;sin_info;3.0;1.0;1.0;100.0;100.0;;USD;PH;Norte;Comuna 14;other;other;2019;11;14;2020;8;15;4;3873.022431225748;-34.590521;-34.590521
692949;-58.4241996;-34.6026087;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;3.0;115.0;105.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;12;2019;10;24;4;3145.2527349928964;-34.6026087;-34.6026087
301186;-57.955499;-34.938479;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;58.0;55.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;7;14;2020;9;2;3;0.0;-34.938479;-34.938479
68780;-58.448772;-34.5769773;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;2.0;85.0;76.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;9;2019;11;9;4;3620.1489477299046;-34.5769773;-34.5769773
139084;-58.4954463;-34.579948;Argentina;Capital Federal;Villa Pueyrredón;sin_info;3.0;2.0;2.0;62.0;62.0;;USD;Departamento;other;other;other;other;2019;12;8;2019;12;15;4;2941.2738205365404;-34.579948;-34.579948
878013;-58.3943263;-34.6177049;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Este;Comuna 3;other;other;2019;11;13;9999;12;31;4;2794.6819180997104;-34.6177049;-34.6177049
70948;-58.4717819;-34.5513088;Argentina;Capital Federal;Nuñez;sin_info;2.0;;1.0;32.0;32.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;12;17;2020;9;2;4;0.0;-34.5513088;-34.5513088
293515;-58.496362;-34.568411;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;72.0;68.0;;USD;PH;Norte;Comuna 12;other;other;2020;7;25;2020;8;27;3;3132.4724912447577;-34.568411;-34.568411
583242;-58.4302755236;-34.6054973327;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;68.0;60.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;2;15;2020;2;16;1;3128.8662553727586;-34.6054973327;-34.6054973327
752769;-58.3775485;-34.6032679;Argentina;Capital Federal;Centro / Microcentro;sin_info;2.0;1.0;1.0;38.0;38.0;;USD;Departamento;other;other;other;other;2019;11;21;2019;12;23;4;0.0;-34.6032679;-34.6032679
238459;-58.4230153;-34.6003839;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;91.0;72.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;7;1;9999;12;31;3;2964.0814193626893;-34.6003839;-34.6003839
577887;-58.4205653;-34.5997775;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;52.0;52.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;8;13;2019;8;14;3;3123.5529113949997;-34.5997775;-34.5997775
492144;-58.42792511;-34.62039185;Argentina;Capital Federal;Caballito;sin_info;2.0;;1.0;84.0;68.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;8;15;2020;8;5;3;3395.6591326763664;-34.62039185;-34.62039185
494238;-58.4277954455;-34.6071446895;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;44.0;44.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;7;20;2020;8;13;3;2964.0814193626893;-34.6071446895;-34.6071446895
674125;-58.3923065841;-34.5957909384;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;2.0;145.0;145.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;8;25;2019;9;4;3;4116.736735495754;-34.5957909384;-34.5957909384
298624;-58.4365992;-34.6022382;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;69.0;66.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;26;2020;1;29;1;3153.2079320597763;-34.6022382;-34.6022382
53582;-58.4435251;-34.5612111;Argentina;Capital Federal;Belgrano;sin_info;3.0;;1.0;62.0;58.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;9;6;2020;1;20;3;3936.86728916333;-34.5612111;-34.5612111
247437;-58.4765374;-34.5638356;Argentina;Capital Federal;Coghlan;sin_info;2.0;1.0;1.0;32.0;30.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;1;3;2020;7;2;1;3100.457016300368;-34.5638356;-34.5638356
783765;-58.4682271;-34.5620218;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;32.0;32.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;12;24;2020;2;13;4;3999.4417464053645;-34.5620218;-34.5620218
