id;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_zona;l3_comuna;l3_new;l4_new;start_date_year;start_date_month;start_date_day;end_date_year;end_date_month;end_date_day;quarter_start_date;m2_price_gob
918809;-57.9689361;-34.9311563;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;3;18;9999;12;31;1;0.0
918045;-58.4398077;-34.5769553;Argentina;Capital Federal;Palermo;Palermo Hollywood;2.0;1.0;1.0;52.0;52.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2020;3;18;2020;3;27;1;3834.6405277128156
508345;-58.410633;-34.592428;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;64.0;64.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;12;29;2020;6;27;4;4028.3176724417417
406378;-58.361163;-34.616928;Argentina;Capital Federal;Puerto Madero;sin_info;2.0;1.0;1.0;54.0;46.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2020;7;18;9999;12;31;3;0.0
776269;-58.4290478;-34.6075949;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;66.0;66.0;;USD;PH;Centro;Comuna 5;other;other;2020;2;29;2020;4;3;1;3128.8662553727586
214762;;;Argentina;Capital Federal;San Telmo;sin_info;2.0;1.0;;;;;USD;Departamento;Este;Comuna 1;other;other;2020;6;9;9999;12;31;2;0.0
987357;-58.398225702;-34.5879477868;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;2.0;79.0;75.0;;USD;Departamento;other;other;other;other;2019;8;1;2019;8;14;3;0.0
188506;-58.4403539;-34.5724813;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;77.0;64.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;6;20;2020;6;25;2;3744.941017688023
548222;-58.5057016;-34.6460952;Argentina;Capital Federal;Liniers;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Oeste;Comuna 9;other;other;2019;11;14;9999;12;31;4;2705.6073297170537
543001;-58.4488021;-34.5857325;Argentina;Capital Federal;Colegiales;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Norte;Comuna 13;other;other;2020;5;15;9999;12;31;2;3287.399292616372
738969;-58.3990139;-34.596767;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;18;9999;12;31;1;0.0
188209;-58.4070302813;-34.5885478321;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;47.0;40.0;;USD;Departamento;other;other;other;other;2020;6;20;2020;6;20;2;0.0
410489;-58.4030115;-34.5962835;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;54.0;50.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;10;13;2019;12;23;4;3873.022431225748
352851;-58.4145672;-34.6035448;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;47.0;43.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;14;2020;2;11;1;3128.8662553727586
577168;-58.3942530507;-34.6069209212;Argentina;Capital Federal;Congreso;sin_info;2.0;1.0;1.0;57.0;40.0;;USD;PH;other;other;other;other;2019;8;13;2019;8;14;3;0.0
615492;-58.4338643;-34.573962;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;44.0;41.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;9;11;2019;9;13;3;3902.1896178093994
217414;-58.4297449;-34.6262085;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;5;4;9999;12;31;2;3245.6235781903574
831266;-58.446959;-34.569954;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;47.0;43.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;2;13;2020;8;24;1;3894.8593746406755
242046;-58.4556608;-34.6224239;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;1;31;2020;6;24;1;3287.4493983760863
308565;-58.4522023;-34.5820765;Argentina;Capital Federal;Chacarita;sin_info;3.0;;3.0;;95.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;2;2020;8;8;1;0.0
151155;-58.4467462;-34.6237252;Argentina;Capital Federal;Caballito;sin_info;3.0;;2.0;110.0;75.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;10;16;2020;3;25;4;3426.100855601055
801493;-58.431333;-34.60403;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;122.0;73.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;2;12;2020;8;7;1;3128.8662553727586
331777;-58.4886936;-34.6057934;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;71.0;65.0;;USD;PH;Oeste;Comuna 11;other;other;2020;5;13;2020;7;10;2;2851.4062286451126
131239;-58.4618538;-34.5479763;Argentina;Capital Federal;Nuñez;sin_info;2.0;;;80.0;58.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;8;19;9999;12;31;3;0.0
150961;-58.4234401;-34.613518;Argentina;Capital Federal;Almagro;sin_info;2.0;;1.0;44.0;39.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;16;9999;12;31;4;3145.2527349928964
975448;-58.4337826;-34.5834133;Argentina;Capital Federal;Palermo;Palermo Hollywood;2.0;1.0;1.0;51.0;42.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2020;3;12;2020;3;15;1;3834.6405277128156
616412;-58.45191;-34.547375;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;2.0;98.0;90.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;9;11;2019;9;18;3;3936.86728916333
282249;-58.3888742;-34.6030363;Argentina;Capital Federal;San Nicolás;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;Departamento;other;other;other;other;2019;11;7;9999;12;31;4;0.0
879399;-58.4123429;-34.6039863;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Este;Comuna 3;other;other;2019;11;13;2020;5;14;4;2794.6819180997104
131336;-58.509609;-34.588342;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;1.0;94.0;72.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;8;19;2019;9;14;3;0.0
996730;-58.4565354;-34.5669323;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;45.0;45.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;9;9999;12;31;1;3894.8593746406755
747344;-58.4779244;-34.5621168;Argentina;Capital Federal;sin_info;sin_info;3.0;;;71.0;65.0;;USD;Departamento;other;other;other;other;2019;11;1;2020;2;7;4;0.0
383423;-58.4402954;-34.6355401;Argentina;Capital Federal;Parque Chacabuco;sin_info;2.0;;1.0;60.0;51.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;10;23;2020;5;14;4;2898.3393301002934
127155;-57.9293251215;-34.9162300388;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;34.0;31.0;;USD;PH;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;7;7;2020;9;8;3;0.0
626376;-58.4057657;-34.5891941;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;56.0;51.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;10;31;2019;11;12;4;4028.3176724417417
378400;-58.44329;-34.62013;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;48.0;48.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;12;27;2020;1;11;4;3426.100855601055
692320;-58.4521742;-34.5802708;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;2.0;52.0;48.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;12;2019;10;26;4;3620.1489477299046
453628;-58.51416;-34.645771;Argentina;Capital Federal;Liniers;sin_info;2.0;;;55.0;;;USD;Departamento;Oeste;Comuna 9;other;other;2020;2;17;2020;2;28;1;2746.8366731390875
693462;-58.4739669;-34.5861642;Argentina;Capital Federal;Parque Chas;sin_info;3.0;2.0;2.0;80.0;70.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;10;12;2019;12;23;4;0.0
558394;-58.45962906;-34.5791626;Argentina;Capital Federal;Colegiales;sin_info;2.0;;1.0;69.0;61.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;5;9;2020;5;20;2;3287.399292616372
878348;-58.4740008;-34.5817605;Argentina;Capital Federal;Parque Chas;sin_info;2.0;1.0;2.0;;;;USD;Departamento;Centro;Comuna 15;other;other;2019;11;13;2020;2;8;4;0.0
213183;-58.3912948022;-34.6281142351;Argentina;Capital Federal;Monserrat;sin_info;3.0;2.0;1.0;45.0;41.0;;USD;Departamento;Este;Comuna 1;other;other;2019;10;17;2019;12;23;4;0.0
537410;-58.4157647152;-34.5976542793;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;77.0;70.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;4;24;2020;5;8;2;3744.941017688023
868880;-58.390676;-34.606103;Argentina;Capital Federal;Congreso;sin_info;3.0;2.0;1.0;54.0;50.0;;USD;Departamento;other;other;other;other;2020;3;4;9999;12;31;1;0.0
610865;-58.4133636;-34.5976645;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;65.0;60.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;4;17;2020;4;17;2;3744.941017688023
726776;-57.946831;-34.931461;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;4;21;9999;12;31;2;0.0
410459;-58.4192700419;-34.5967929661;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;45.0;40.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;10;13;2019;10;28;4;3873.022431225748
147155;-58.3859524;-34.6261244;Argentina;Capital Federal;Constitución;sin_info;2.0;1.0;1.0;74.0;37.0;;USD;PH;Este;Comuna 1;other;other;2019;11;17;2019;12;23;4;0.0
536419;-58.4502575;-34.5723519;Argentina;Capital Federal;Colegiales;sin_info;3.0;2.0;1.0;59.0;59.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;4;24;2020;5;8;2;3287.399292616372
102136;-58.4051414;-34.6433929;Argentina;Capital Federal;Parque Patricios;sin_info;3.0;;2.0;100.0;80.0;;USD;PH;Sur;Comuna 4;other;other;2019;9;3;9999;12;31;3;0.0
235923;-58.451943;-34.57321;Argentina;Capital Federal;Colegiales;sin_info;3.0;2.0;2.0;94.0;80.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;2;2019;11;17;4;3620.1489477299046
404238;-58.4315462;-34.56909;Argentina;Capital Federal;Las Cañitas;sin_info;2.0;1.0;2.0;67.0;57.0;;USD;Departamento;other;other;Las Cañitas;other;2020;3;29;2020;4;3;1;0.0
418460;-58.4224567078;-34.5895017991;Argentina;Capital Federal;Palermo;Palermo Soho;2.0;1.0;1.0;59.0;54.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;7;15;2020;8;13;3;3575.1415891207776
198082;-58.4674781338;-34.5606472841;Argentina;Capital Federal;Belgrano;sin_info;3.0;;4.0;105.0;105.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;7;5;9999;12;31;3;3936.86728916333
112506;-58.377677;-34.596408;Argentina;Capital Federal;Retiro;sin_info;3.0;1.0;1.0;7948.0;6334.0;;USD;Departamento;Este;Comuna 1;other;other;2019;11;10;2020;9;13;4;0.0
659603;-58.4475066;-34.5973853;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;39.0;39.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;24;2020;2;11;1;3153.2079320597763
1572;-58.4304928;-34.60662;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;77.0;67.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;6;21;2020;6;27;2;3175.9177624488034
942759;-58.477082;-34.684832;Argentina;Capital Federal;Villa Lugano;sin_info;2.0;1.0;1.0;81.0;45.0;;USD;Departamento;Sur;Comuna 8;Villa Lugano;other;2020;3;13;2020;9;22;1;0.0
636615;-58.4364885;-34.6023594;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;50.0;44.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;2;21;2020;7;15;1;3153.2079320597763
102010;-58.4388934782;-34.5762544939;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;50.0;47.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;9;3;2019;9;4;3;3902.1896178093994
76917;-58.4437663903;-34.5862630496;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;2.0;64.0;46.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;6;17;2020;6;20;2;3051.8708736518493
111499;-58.4159692987;-34.5898317078;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;37.0;35.0;;USD;Departamento;other;other;other;other;2019;10;27;2019;10;31;4;0.0
615805;-58.495647;-34.577837;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;72.0;51.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;9;11;2019;9;14;3;3361.356685278829
342772;-58.0126736;-35.0082159;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;3.0;2.0;2.0;77.0;70.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;4;15;9999;12;31;2;0.0
704894;-58.4744184;-34.553833;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;1.0;;70.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;2;27;9999;12;31;1;3209.027139937997
244576;-58.427087384;-34.605250945;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;45.0;42.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;12;28;2020;1;13;4;3145.2527349928964
51786;-58.4158886934;-34.5847947351;Argentina;Capital Federal;Palermo;Palermo Soho;3.0;2.0;2.0;66.0;66.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;11;3;2019;11;17;4;3873.022431225748
238163;-58.4437663903;-34.5862630496;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;87.0;79.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;7;1;2020;7;16;3;2984.278178294091
553893;-58.3978618;-34.6156619;Argentina;Capital Federal;Balvanera;sin_info;2.0;;1.0;;43.0;;USD;Departamento;Este;Comuna 3;other;other;2019;10;5;2020;3;5;4;2794.6819180997104
4477;-58.4876821;-34.6145883;Argentina;Capital Federal;Villa del Parque;sin_info;2.0;;1.0;73.0;43.0;;USD;PH;Oeste;Comuna 11;other;other;2019;10;1;2019;12;9;4;2850.9486088699814
431596;-58.4770415;-34.5673385;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;1.0;66.0;56.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;10;24;2019;11;6;4;0.0
508996;-58.4314157;-34.5701115;Argentina;Capital Federal;Las Cañitas;sin_info;2.0;1.0;2.0;48.0;48.0;;USD;Departamento;other;other;Las Cañitas;other;2019;12;29;2020;2;13;4;0.0
163720;-58.4767578;-34.5628094;Argentina;Capital Federal;Congreso;sin_info;3.0;;1.0;55.0;55.0;;USD;Departamento;other;other;other;other;2019;9;4;2019;10;25;3;0.0
247514;-58.4650841;-34.6808992;Argentina;Capital Federal;Villa Lugano;sin_info;2.0;1.0;1.0;40.0;40.0;;USD;Departamento;Sur;Comuna 8;Villa Lugano;other;2020;1;3;2020;2;13;1;0.0
850017;-58.4817313;-34.5594421;Argentina;Capital Federal;Coghlan;sin_info;3.0;2.0;2.0;;75.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;2;3;2020;3;3;1;3100.457016300368
235922;-58.453415;-34.576634;Argentina;Capital Federal;Colegiales;sin_info;3.0;2.0;2.0;90.0;62.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;2;2019;11;4;4;3620.1489477299046
438076;-58.45387268;-34.62589264;Argentina;Capital Federal;Caballito;sin_info;2.0;;1.0;60.0;60.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;11;16;2020;9;17;4;3426.100855601055
23206;-58.436234;-34.579187;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;50.0;50.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;11;2019;8;17;3;3902.1896178093994
114052;-58.428191;-34.619157;Argentina;Capital Federal;Almagro;sin_info;3.0;;2.0;93.0;88.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;21;2019;10;31;4;3145.2527349928964
295;-58.4265317;-34.5780655;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;45.0;42.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;7;7;2019;7;9;3;3902.1896178093994
37300;-58.408867;-34.595621;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;42.0;40.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;12;1;2019;12;15;4;3873.022431225748
547662;-57.9484292216;-34.921930651;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;11;14;2020;5;28;4;0.0
250843;-58.4267509877;-34.5829918646;Argentina;Capital Federal;Palermo;Palermo Viejo;3.0;2.0;1.0;75.0;68.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Viejo;2020;1;16;2020;2;11;1;3834.6405277128156
430946;-58.390163;-34.616863;Argentina;Capital Federal;Monserrat;sin_info;2.0;;1.0;44.0;44.0;;USD;Departamento;Este;Comuna 1;other;other;2019;10;24;2019;11;14;4;0.0
950281;-58.406914;-34.616299;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Este;Comuna 3;other;other;2020;4;23;2020;8;5;2;0.0
238289;-58.430638;-34.593781;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;73.0;61.0;;USD;PH;Norte;Comuna 14;other;other;2020;7;1;2020;9;22;3;3575.1415891207776
193514;-58.4243519884;-34.6336030465;Argentina;Capital Federal;Boedo;sin_info;3.0;2.0;1.0;42.0;42.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;6;5;2020;6;15;2;0.0
879149;-58.4133365;-34.6039952;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;;;;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;13;2020;5;14;4;3145.2527349928964
589917;-58.39582;-34.611806;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;Este;Comuna 3;other;other;2020;3;10;2020;3;15;1;2730.644274398216
188314;-58.4761753043;-34.5556976709;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Norte;Comuna 13;other;other;2020;6;20;2020;7;17;2;3900.3552203916724
68739;-58.4529167;-34.5509165;Argentina;Capital Federal;Belgrano;sin_info;3.0;1.0;1.0;95.0;61.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;9;2020;1;17;4;3999.4417464053645
96111;-58.4485274117;-34.601211464;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;81.0;81.0;;USD;PH;Centro;Comuna 15;other;other;2019;11;24;2019;12;9;4;3136.0511595221365
241988;-58.4261982;-34.5968691;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Norte;Comuna 14;other;other;2020;1;31;2020;3;19;1;3834.6405277128156
381707;-58.4409407;-34.5966734;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;54.0;54.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;11;2020;5;20;2;3051.8708736518493
620539;-58.413835;-34.595169;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;45.0;42.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;3;19;2020;4;1;1;3967.134060204259
693282;-58.3949546;-34.5895246;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;48.0;46.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;10;12;2019;11;25;4;4028.3176724417417
633636;-58.4287258448;-34.5938126478;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;33.0;33.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;7;13;2019;7;15;3;3902.1896178093994
389928;-58.4427001;-34.5708526;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;2.0;77.0;73.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;29;2019;12;23;4;3999.4417464053645
301615;-58.3935388;-34.5940256;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;;;;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;7;14;9999;12;31;3;3492.479975390731
566465;-58.3752705905;-34.6523916921;Argentina;Capital Federal;Barracas;sin_info;3.0;0.0;1.0;;;;USD;Departamento;Sur;Comuna 4;other;other;2019;12;5;9999;12;31;4;0.0
626764;-58.4022563;-34.6237933;Argentina;Capital Federal;San Cristobal;sin_info;3.0;2.0;1.0;66.0;59.0;;USD;Departamento;Este;Comuna 3;other;other;2019;10;31;2019;11;13;4;0.0
397444;-58.420686;-34.636847;Argentina;Capital Federal;Boedo;sin_info;2.0;1.0;1.0;60.0;60.0;;USD;PH;Centro;Comuna 5;other;other;2020;2;22;2020;8;5;1;2832.2472751315036
25378;-58.4091053;-34.6067969;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;2.0;82.0;73.0;;USD;Departamento;Este;Comuna 3;other;other;2020;5;27;2020;6;15;2;0.0
737917;-57.9386202791;-34.9274656772;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;1;18;2020;5;29;1;0.0
346775;-58.443301;-34.627538;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;45.0;45.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;7;21;2020;9;2;3;3135.585264705135
136409;-58.4428471934;-34.5603179931;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;59.0;51.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;22;2019;12;2;4;3999.4417464053645
532257;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;30;9999;12;31;1;0.0
63896;-58.4585981745;-34.5647328159;Argentina;Capital Federal;Belgrano;sin_info;3.0;;2.0;78.0;68.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;5;6;9999;12;31;2;3900.3552203916724
795074;-57.9511867;-34.916418;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;3.0;2.0;2.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;3;5;2020;4;8;1;0.0
389552;-58.4540989;-34.6014134;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;54.0;54.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;10;29;2019;11;13;4;3136.0511595221365
352855;-58.4327709;-34.6032193;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;73.0;68.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;14;2020;1;28;1;3128.8662553727586
659446;-58.3742535566;-34.6243799517;Argentina;Capital Federal;San Telmo;sin_info;2.0;1.0;1.0;49.0;42.0;;USD;Departamento;Este;Comuna 1;other;other;2020;1;24;2020;2;11;1;0.0
841870;-58.408457;-34.590912;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;2.0;93.0;85.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;3;7;2020;9;2;1;3967.134060204259
692444;-58.4471259815;-34.5973548907;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;10;12;2019;10;12;4;3136.0511595221365
534636;-58.407829;-34.605415;Argentina;Capital Federal;Once;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other;other;other;2020;4;24;9999;12;31;2;0.0
889659;-58.4373757;-34.616165;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;3;21;9999;12;31;1;3287.4493983760863
521475;-58.448742;-34.629326;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;80.0;51.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;8;5;2019;8;17;3;3395.6591326763664
499548;-58.4183102;-34.6033231;Argentina;Capital Federal;Almagro;sin_info;2.0;;1.0;52.0;45.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;7;24;2019;8;12;3;3123.5529113949997
949123;-58.524727;-34.6507;Argentina;Capital Federal;Liniers;sin_info;3.0;2.0;;;;;USD;Departamento;Oeste;Comuna 9;other;other;2020;4;23;9999;12;31;2;2704.4248442151584
916041;-58.4425531169;-34.5967927375;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;84.0;79.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;4;5;2020;4;16;2;3051.8708736518493
303733;;;Argentina;Capital Federal;San Nicolás;sin_info;3.0;2.0;1.0;72.0;63.0;;USD;Departamento;other;other;other;other;2020;7;4;2020;7;19;3;0.0
247629;-58.4245794;-34.6052647;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;45.0;35.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;3;2020;1;24;1;3128.8662553727586
987388;;;Argentina;Capital Federal;San Nicolás;sin_info;3.0;2.0;1.0;72.0;63.0;;USD;Departamento;other;other;other;other;2019;8;1;2019;8;14;3;0.0
63922;-58.4414854;-34.6229894;Argentina;Capital Federal;Caballito;sin_info;3.0;;;80.0;;;USD;Departamento;Centro;Comuna 6;other;other;2020;5;6;2020;8;5;2;3245.6235781903574
785580;-58.3607577;-34.6277759;Argentina;Capital Federal;Boca;sin_info;3.0;2.0;1.0;56.0;56.0;;USD;Departamento;other;other;other;other;2020;3;20;9999;12;31;1;0.0
692554;;;Argentina;Capital Federal;Puerto Madero;sin_info;2.0;1.0;2.0;70.0;62.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;10;12;2019;12;23;4;0.0
258754;-57.964998;-34.923899;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;49.0;45.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;1;4;2020;9;2;1;0.0
519447;-58.5031222;-34.6600786;Argentina;Capital Federal;Mataderos;sin_info;2.0;1.0;1.0;74.0;40.0;;USD;Departamento;Oeste;Comuna 9;other;other;2019;12;14;2019;12;23;4;2739.9654434135896
850022;-58.4817313;-34.5594421;Argentina;Capital Federal;Coghlan;sin_info;3.0;2.0;2.0;;75.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;2;3;9999;12;31;1;3100.457016300368
853526;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;45.0;;USD;Departamento;other;other;other;other;2020;1;17;2020;7;8;1;0.0
879303;-58.447278;-34.5562999;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;13;2020;3;3;4;3999.4417464053645
