id;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_zona;l3_comuna;l3_new;l4_new;start_date_year;start_date_month;start_date_day;end_date_year;end_date_month;end_date_day
684101;-58.4359692;-34.5936314;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;51.0;51.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;3;9;2020;3;12
141935;-58.4459273;-34.5948275;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;45.0;41.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;9;1;2019;9;4
452543;-58.432781;-34.5746;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;90.0;82.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;31;2019;9;14
693631;-58.3635936;-34.6031862;Argentina;Capital Federal;Puerto Madero;sin_info;3.0;2.0;3.0;110.0;108.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;10;12;2019;12;23
964322;-58.4546515;-34.5497319;Argentina;Capital Federal;Belgrano;sin_info;3.0;;2.0;80.0;75.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;9;12;2019;9;21
919510;-58.4336103;-34.6022341;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;58.0;55.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;3;18;2020;3;18
272885;;;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;2.0;60.0;60.0;;USD;Departamento;other;other;other;other;2020;5;14;2020;5;20
111650;-58.44007;-34.5785;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;71.0;66.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;10;27;2019;12;23
29413;-58.4281216;-34.5953371;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;80.0;80.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;1;12;2020;1;27
223993;-58.445302;-34.598684;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;1.0;1.0;67.0;63.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;2;16;9999;12;31
27841;-58.4025792;-34.593187;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;;1.0;50.0;50.0;;USD;Departamento;other;other;other;other;2019;11;11;2019;12;3
142357;-58.4273022;-34.5948201;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;63.0;55.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;9;1;2019;9;4
692766;-58.399261679;-34.6031400479;Argentina;Capital Federal;Once;sin_info;3.0;2.0;1.0;96.0;70.0;;USD;Departamento;other;other;other;other;2019;10;12;2019;10;27
944536;-58.4175238;-34.6430421;Argentina;Capital Federal;Parque Patricios;sin_info;2.0;1.0;1.0;56.0;36.0;;USD;Departamento;Sur;Comuna 4;other;other;2020;3;13;2020;3;15
626308;-58.4201224;-34.5880071;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;43.0;37.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;10;31;2019;11;15
593938;-58.3858293;-34.5970401;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;86.0;82.0;;USD;Departamento;other;other;other;other;2020;6;2;2020;6;25
99313;-58.4521841;-34.6158278;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2019;7;19;2020;2;18
605566;-58.4130391;-34.5800346;Argentina;Capital Federal;Palermo;sin_info;3.0;;1.0;102.0;95.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;9;14;2019;11;27
428058;-58.4400186;-34.6077996;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;44.0;39.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;25;2020;2;12
111418;;;Argentina;Capital Federal;Palermo;Palermo Hollywood;2.0;1.0;1.0;62.0;58.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2019;10;27;2019;12;23
252806;-58.4299827;-34.6072245;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;7;12;2019;7;15
142377;;;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;83.0;80.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;9;1;2019;9;4
789097;-58.4134199036;-34.5803383698;Argentina;Capital Federal;Palermo;Palermo Hollywood;2.0;1.0;2.0;75.0;75.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2020;3;20;2020;4;3
578350;-58.5097992;-34.6400052;Argentina;Capital Federal;Villa Luro;sin_info;3.0;2.0;1.0;60.0;60.0;;USD;Departamento;Oeste;Comuna 10;other;other;2019;8;13;2019;8;14
606151;-58.4071751153;-34.6006091809;Argentina;Capital Federal;Once;sin_info;2.0;1.0;1.0;44.0;44.0;;USD;Departamento;other;other;other;other;2019;9;14;2019;9;17
352935;-58.4214639;-34.5857352;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;38.0;38.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;1;14;2020;2;13
521808;-58.405898;-34.605668;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;2.0;80.0;63.0;;USD;Departamento;Este;Comuna 3;other;other;2019;8;5;2020;2;12
309111;-58.510234;-34.594879;Argentina;Capital Federal;Villa Devoto;sin_info;2.0;1.0;1.0;79.0;79.0;;USD;PH;Oeste;Comuna 11;other;other;2020;7;26;2020;8;17
242027;-57.9349011524;-34.9175211491;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;74.0;74.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;1;31;2020;2;21
88508;-58.493582;-34.605917;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;48.0;48.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;12;30;2020;1;19
95508;-58.512264;-34.6553678;Argentina;Capital Federal;Mataderos;sin_info;3.0;;1.0;100.0;66.0;;USD;Departamento;Oeste;Comuna 9;other;other;2019;11;24;2020;2;3
861052;-58.502934;-34.609328;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;2.0;64.0;55.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;3;15;2020;6;27
840834;-58.51572;-34.620674;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;1.0;102.0;63.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;3;7;2020;3;14
222909;-57.954469;-34.916288;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;65.0;65.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;2;16;2020;9;2
440268;-58.43683;-34.60252;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;87.0;77.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;27;2019;12;13
583222;-58.37074;-34.60721;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;48.0;45.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;2;15;2020;2;16
328242;-58.4304299;-34.6239644;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;44.0;32.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;7;6;9999;12;31
651138;-57.9723624;-34.9276496;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;11;12;2020;2;20
144223;-58.411047;-34.592637;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;40.0;39.0;;USD;Departamento;other;other;other;other;2020;7;27;2020;8;24
519480;-58.47559;-34.584712;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;53.0;39.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;12;14;2020;6;27
658937;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;24;9999;12;31
692360;-58.3851921;-34.601551;Argentina;Capital Federal;Tribunales;sin_info;2.0;1.0;1.0;35.0;35.0;;USD;Departamento;other;other;other;other;2019;10;12;2019;11;8
491052;-58.449115;-34.630393;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;2.0;61.0;52.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;6;6;2020;6;8
433497;-58.4265317;-34.5780655;Argentina;Capital Federal;Palermo;sin_info;3.0;;3.0;;67.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;7;16;9999;12;31
832000;-58.4937991;-34.6018225;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;55.0;51.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;2;13;2020;2;13
480185;-58.4167263;-34.6291022;Argentina;Capital Federal;Boedo;sin_info;2.0;;;31.0;31.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;18;9999;12;31
252798;-58.4601204958;-34.5482691724;Argentina;Capital Federal;Nuñez;sin_info;2.0;;1.0;78.0;47.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;7;12;9999;12;31
178283;-58.4889602;-34.6370689;Argentina;Capital Federal;Villa Luro;sin_info;2.0;1.0;1.0;43.0;39.0;;USD;Departamento;Oeste;Comuna 10;other;other;2020;5;8;9999;12;31
131250;-57.912358;-34.924072;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;174.0;106.0;;USD;PH;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;8;19;2019;9;14
352558;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;2.0;;;;USD;Departamento;other;other;other;other;2020;1;14;9999;12;31
878556;-58.4399825;-34.6336753;Argentina;Capital Federal;Parque Chacabuco;sin_info;2.0;1.0;2.0;;;;USD;Departamento;Centro;Comuna 7;other;other;2019;11;13;9999;12;31
37489;-58.4273022;-34.5948201;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;63.0;55.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;12;1;2019;12;17
849763;-58.4635152;-34.5604366;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;58.0;58.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;2;3;2020;6;4
200738;-58.4485090173;-34.5985289492;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;40.0;36.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;22;2020;6;1
356993;-58.4406239;-34.599793;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;70.0;63.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;11;6;2019;11;21
394721;;;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;65.0;65.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;7;2020;1;24
80647;-58.499589;-34.586046;Argentina;Capital Federal;Villa Pueyrredón;sin_info;3.0;2.0;1.0;61.0;56.0;;USD;Departamento;other;other;other;other;2019;7;29;2019;9;14
985837;-58.373955;-34.5988407;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;59.0;53.0;;USD;Departamento;other;other;other;other;2019;8;1;2019;8;14
864908;-58.3707152;-34.5964637;Argentina;Capital Federal;Parque Avellaneda;sin_info;2.0;;1.0;42.0;42.0;;USD;Departamento;Oeste;Comuna 9;other;other;2019;8;24;9999;12;31
996741;-58.3847267;-34.6090161;Argentina;Capital Federal;Monserrat;sin_info;2.0;;1.0;42.0;39.0;;USD;Departamento;Este;Comuna 1;other;other;2020;1;9;9999;12;31
112401;-58.4087414;-34.6261415;Argentina;Capital Federal;San Cristobal;sin_info;3.0;;;60.0;55.0;;USD;Departamento;Este;Comuna 3;other;other;2019;11;10;2020;2;2
238006;-58.4225652442;-34.5891051595;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;52.0;47.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;7;1;2020;7;16
986106;-58.4786813;-34.6100706;Argentina;Capital Federal;Villa del Parque;sin_info;2.0;1.0;2.0;50.0;47.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;8;1;2019;8;14
711425;-58.523226;-34.611701;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;2.0;88.0;45.0;;USD;PH;Oeste;Comuna 11;other;other;2020;3;27;2020;4;1
541858;-58.4510785;-34.5971073;Argentina;Capital Federal;Chacarita;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;15;9999;12;31
387158;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other;other;other;2019;12;16;2020;9;23
453666;-58.528065;-34.652447;Argentina;Capital Federal;Liniers;sin_info;3.0;;;85.0;;;USD;Departamento;Oeste;Comuna 9;other;other;2020;2;17;2020;2;28
418557;-58.40705296;-34.5885765551;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;47.0;40.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;7;15;2020;8;13
180800;-58.43410906;-34.60163988;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;47.0;42.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;7;8;2020;7;24
284716;-58.3940048;-34.5902697;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;2.0;62.0;58.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;5;5;2020;5;20
2125;-58.4386721;-34.6201759;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;48.0;48.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;8;26;2020;9;8
123340;-58.3935210357;-34.6217046383;Argentina;Capital Federal;Monserrat;sin_info;3.0;2.0;3.0;132.0;126.0;;USD;PH;Este;Comuna 1;other;other;2020;5;25;2020;6;1
616530;-58.512765;-34.590305;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;1.0;116.0;64.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;9;11;2019;9;20
307488;-58.467007;-34.607169;Argentina;Capital Federal;Paternal;sin_info;2.0;1.0;2.0;52.0;52.0;;USD;PH;Centro;Comuna 15;other;other;2020;1;2;2020;1;16
204700;-58.4327709;-34.6032193;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;73.0;68.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;3;22;2020;3;27
879446;-58.4533723;-34.6114088;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;50.0;50.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;11;13;2019;12;23
525436;-58.427598;-34.622281;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;58.0;53.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;7;9;2020;7;30
151482;-58.421008;-34.608248;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;52.0;48.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;16;2019;10;30
542632;-58.4114745531;-34.6064088122;Argentina;Capital Federal;Abasto;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other;other;other;2020;5;15;2020;7;1
474753;-58.52810287;-34.64031601;Argentina;Capital Federal;Liniers;sin_info;2.0;;1.0;55.0;50.0;;USD;Departamento;Oeste;Comuna 9;other;other;2020;6;4;2020;9;23
945965;-58.51963;-34.6161923;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Oeste;Comuna 11;other;other;2020;3;13;2020;5;15
317738;-58.405801;-34.587464;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;74.0;72.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;2;24;2020;7;18
850113;-58.4072335;-34.5934435;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;92.0;86.0;;USD;Departamento;other;other;other;other;2020;2;3;2020;6;2
542556;-58.415597;-34.6251156;Argentina;Capital Federal;Boedo;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;15;9999;12;31
279090;-58.362882;-34.615871;Argentina;Capital Federal;Puerto Madero;sin_info;3.0;;2.0;;115.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;8;20;2020;2;13
287403;-58.4615259;-34.5606825;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;63.0;63.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;6;23;2020;6;25
680210;-58.5177442;-34.5931908;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;1.0;;58.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;2;5;9999;12;31
406303;-58.384142;-34.613226;Argentina;Capital Federal;Monserrat;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;Este;Comuna 1;other;other;2020;7;18;2020;9;4
11377;-58.4267509877;-34.5829918646;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;75.0;68.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;6;28;2020;7;13
611121;-58.3628134749;-34.6100345337;Argentina;Capital Federal;Puerto Madero;sin_info;2.0;1.0;1.0;120.0;120.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2020;4;17;2020;4;28
172064;-58.4354746;-34.5895862;Argentina;Capital Federal;Palermo;Palermo Soho;3.0;2.0;1.0;122.0;80.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;5;12;2020;5;20
383222;-58.4236076;-34.5766648;Argentina;Capital Federal;Palermo;sin_info;3.0;;2.0;74.0;67.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;10;23;2020;7;7
47025;-58.51908112;-34.64554596;Argentina;Capital Federal;Liniers;sin_info;2.0;;1.0;66.0;60.0;;USD;Departamento;Oeste;Comuna 9;other;other;2019;10;11;2019;11;10
219571;-58.4337847915;-34.5679124753;Argentina;Capital Federal;Puerto Madero;sin_info;3.0;;1.0;68.0;63.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;12;31;9999;12;31
433193;-58.513515;-34.662357;Argentina;Capital Federal;Mataderos;sin_info;2.0;1.0;1.0;59.0;51.0;;USD;Departamento;Oeste;Comuna 9;other;other;2019;7;16;2020;4;19
274975;-58.4273022;-34.5948201;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;63.0;55.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;6;25;2020;6;27
80003;-58.440549;-34.5555126;Argentina;Capital Federal;Belgrano;sin_info;3.0;;1.0;64.0;59.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;7;29;2019;8;2
864768;-57.9689505;-34.8995063;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;;1.0;38.0;38.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;8;24;2019;11;20
9193;-58.47402191;-34.60755539;Argentina;Capital Federal;Villa General Mitre;sin_info;2.0;;1.0;51.0;48.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;9;5;2020;7;27
651751;-58.5047423976;-34.5856023373;Argentina;Capital Federal;Villa Pueyrredón;sin_info;2.0;1.0;1.0;52.0;49.0;;USD;Departamento;other;other;other;other;2019;11;12;2019;12;7
542507;-58.467007;-34.607169;Argentina;Capital Federal;Villa General Mitre;sin_info;2.0;1.0;2.0;52.0;52.0;;USD;PH;Oeste;Comuna 11;other;other;2020;5;15;2020;5;20
408417;-58.4147214455;-34.5976964951;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;78.0;75.0;;USD;Departamento;other;other;other;other;2019;8;22;2019;9;4
153968;-58.4902101589;-34.5806983163;Argentina;Capital Federal;Belgrano;sin_info;3.0;;3.0;108.0;73.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;28;2019;10;7
332420;-58.4265448;-34.6347838;Argentina;Capital Federal;Parque Chacabuco;sin_info;3.0;2.0;3.0;63.0;55.0;;USD;Departamento;Centro;Comuna 7;other;other;2020;5;13;2020;9;15
221530;-58.388523;-34.610083;Argentina;Capital Federal;Congreso;sin_info;3.0;2.0;1.0;97.0;97.0;;USD;Departamento;other;other;other;other;2019;10;26;2020;3;8
575592;-58.48119354;-34.63141251;Argentina;Capital Federal;Floresta;sin_info;3.0;;1.0;60.0;58.0;;USD;Departamento;Oeste;Comuna 10;other;other;2019;8;13;2020;3;4
359887;-58.4327709;-34.6032193;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;73.0;68.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;4;12;2020;4;16
840833;-58.519166;-34.597398;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;1.0;67.0;64.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;3;7;2020;3;14
543132;-58.4264401;-34.5977699;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;15;9999;12;31
987141;-58.3967329582;-34.5957093191;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;2.0;86.0;80.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;8;1;2019;8;14
473940;-58.4049047;-34.5829988;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;2.0;75.0;60.0;;USD;Departamento;other;other;other;other;2019;7;6;2019;7;9
80575;-58.428233;-34.619052;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;2.0;73.0;73.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;7;29;2019;8;17
116359;-58.4397399;-34.6205859;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;70.0;66.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;6;8;2020;6;17
82833;-58.4651261;-34.5568881;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;42.0;42.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;12;7;2019;12;23
727453;-58.406654;-34.613743;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Este;Comuna 3;other;other;2020;4;21;2020;7;20
589979;-58.4821547;-34.598281;Argentina;Capital Federal;Villa del Parque;sin_info;2.0;1.0;1.0;45.0;41.0;;USD;Departamento;Oeste;Comuna 11;other;other;2020;3;10;2020;3;15
644891;-58.461879;-34.630692;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;1.0;75.0;71.0;;USD;Departamento;Centro;Comuna 7;other;other;2020;1;10;2020;1;19
450342;-57.9560317;-34.9288237;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;2.0;1.0;1.0;;40.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;1;21;9999;12;31
188438;-58.4022972953;-34.5879831171;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;78.0;78.0;;USD;Departamento;other;other;other;other;2020;6;20;2020;6;20
71800;-58.391798;-34.602876;Argentina;Capital Federal;San Nicolás;sin_info;3.0;2.0;1.0;76.0;69.0;;USD;Departamento;other;other;other;other;2019;12;17;2020;1;8
450437;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;2.0;;;;USD;Departamento;other;other;other;other;2020;1;21;9999;12;31
184822;-58.4352945;-34.6114976;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;63.0;58.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;10;19;2020;7;18
879832;-58.4726315;-34.6371437;Argentina;Capital Federal;Parque Avellaneda;sin_info;3.0;2.0;3.0;;;;USD;Departamento;Oeste;Comuna 9;other;other;2019;11;13;2020;5;14
210181;-60.655315;-32.9335583;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;27;9999;12;31
313589;-58.438091397;-34.6015119816;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;59.0;59.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;8;27;2019;9;4
975838;-58.4070196;-34.6053093;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;1.0;80.0;77.0;;USD;Departamento;Este;Comuna 3;other;other;2020;3;12;9999;12;31
984743;-58.4430415;-34.5923729;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;47.0;47.0;;USD;PH;Centro;Comuna 15;other;other;2019;8;1;2019;8;13
900525;-57.9592095;-34.9162483;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;;40.0;38.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;4;29;9999;12;31
616112;-58.481526;-34.599463;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;122.0;58.0;;USD;PH;Oeste;Comuna 11;other;other;2019;9;11;2020;1;21
44331;;;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;500.0;55.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;7;2;2020;8;18
726985;-58.491024;-34.562778;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;1.0;;;;USD;PH;Norte;Comuna 12;other;other;2020;4;21;9999;12;31
61418;-58.409142;-34.6047601;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;2.0;72.0;72.0;;USD;Departamento;Este;Comuna 3;other;other;2020;5;17;9999;12;31
433577;-58.3627543337;-34.6122745751;Argentina;Capital Federal;Puerto Madero;sin_info;3.0;;2.0;100.0;81.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;7;16;2020;5;28
260686;-58.4112198;-34.6140535;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;65.0;65.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;7;24;2020;7;29
753075;-58.3845041;-34.5929307;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;2.0;102.0;90.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;11;21;2019;12;23
253048;-58.3782560926;-34.5996523255;Argentina;Capital Federal;Centro / Microcentro;sin_info;2.0;1.0;1.0;42.0;42.0;;USD;Departamento;other;other;other;other;2019;7;12;2019;7;15
438830;-58.4379678;-34.6418521;Argentina;Capital Federal;Parque Chacabuco;sin_info;3.0;2.0;3.0;116.0;116.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;11;16;2019;11;23
510735;-57.9696557;-34.9164459;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;2.0;;1.0;35.0;35.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;2;26;2020;3;11
677001;-58.4601452;-34.5427503;Argentina;Capital Federal;Nuñez;sin_info;2.0;;;47.0;47.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;12;20;9999;12;31
272913;-58.4767382;-34.6622202;Argentina;Capital Federal;Villa Lugano;sin_info;3.0;2.0;;;;;USD;Departamento;Sur;Comuna 8;Villa Lugano;other;2020;5;14;2020;9;4
380144;-58.493657;-34.564093;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;1.0;125.0;58.0;;USD;PH;Norte;Comuna 12;other;other;2020;7;5;9999;12;31
33222;-58.4207466;-34.5897052;Argentina;Capital Federal;Palermo;sin_info;2.0;;1.0;52.0;47.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;9;13;2020;6;5
293788;-58.4971038;-34.6235166;Argentina;Capital Federal;Floresta;sin_info;3.0;2.0;1.0;;;;USD;PH;Oeste;Comuna 10;other;other;2020;7;25;9999;12;31
